study_ID,assignment_id,grouping
775,bot_SV_eUHQR9fgYjK9OWW_f7293ea6-5586-49b3-9ee1-226974cd2516,STP
775,bot_SV_eUHQR9fgYjK9OWW_1236be38-12aa-4bcd-809a-8272c74cea7d,PTS
775,bot_SV_eUHQR9fgYjK9OWW_802bf988-ffd8-4029-b7a1-4c4c048b8e9b,CPS
775,bot_SV_eUHQR9fgYjK9OWW_484528e1-4d37-477e-9117-47ae8b2f4cc4,PTS
775,bot_SV_eUHQR9fgYjK9OWW_f3c76db4-78df-4e92-a9ce-9d361a8ee294,SCP
775,bot_SV_eUHQR9fgYjK9OWW_fd45d310-a5a8-4fa7-aa97-cb76e1d13335,PTS
775,bot_SV_eUHQR9fgYjK9OWW_83a9a3a8-ce20-4ca8-8091-65a2ea7b70a4,PTS
775,bot_SV_eUHQR9fgYjK9OWW_159a97b4-7205-471c-beda-7d7e19eb8ca0,STP
775,bot_SV_eUHQR9fgYjK9OWW_56af592b-3354-4001-a86e-efe8ae434296,TPS
775,bot_SV_eUHQR9fgYjK9OWW_7592c0ad-df82-4821-b6ac-e28af71a3e3e,PCS
775,bot_SV_eUHQR9fgYjK9OWW_6f84956c-0c04-47e5-a870-e85853ee8f12,TPS
775,bot_SV_eUHQR9fgYjK9OWW_ced52bbe-64af-4bb6-84fc-d9be3f2dafcc,PTS
775,bot_SV_eUHQR9fgYjK9OWW_47cc9f81-2633-4a24-a1ee-284ecf513af4,TPS
775,bot_SV_eUHQR9fgYjK9OWW_f3010e41-c69c-4f7b-8aca-0c537e9493bc,PTS
775,bot_SV_eUHQR9fgYjK9OWW_aa5a091f-1d21-4d28-8cbb-d39e322e6fba,SCP
775,bot_SV_eUHQR9fgYjK9OWW_ec4eb86c-9ed4-499f-af10-bceaef0d869f,SCP
775,bot_SV_eUHQR9fgYjK9OWW_793c1528-bf94-4143-a335-f22b098c05a9,TPS
775,bot_SV_eUHQR9fgYjK9OWW_775ec08e-c7b8-4cdb-bc15-97b7c4574689,SCP
775,bot_SV_eUHQR9fgYjK9OWW_e02b5395-2bab-412f-abe8-be8bd4c3f393,CPS
775,bot_SV_eUHQR9fgYjK9OWW_f3c5fe3c-2b89-44ec-bcd1-708efa20a1ee,STP
775,bot_SV_eUHQR9fgYjK9OWW_6023e8b9-ffce-4309-a494-df35a694ef92,PCS
775,bot_SV_eUHQR9fgYjK9OWW_2e6e24e9-dd69-451c-be78-6eaee4204ef1,PCS
775,bot_SV_eUHQR9fgYjK9OWW_3c829470-c2fa-464e-af2e-40f47e9d3798,SCP
775,bot_SV_eUHQR9fgYjK9OWW_12ed9f75-d5d1-487d-9e62-1d582305fe97,STP
775,bot_SV_eUHQR9fgYjK9OWW_659541d8-ae2c-4029-a886-bf6de96cbcf1,TPS
775,bot_SV_eUHQR9fgYjK9OWW_2b57ba8e-a597-46d3-b194-6c24c3e58f89,PCS
775,bot_SV_eUHQR9fgYjK9OWW_c0cea0bf-9a3b-491b-95fb-43d6891bbaee,TPS
775,bot_SV_eUHQR9fgYjK9OWW_398251e6-abdd-44d5-a87a-1581b146def9,STP
775,bot_SV_eUHQR9fgYjK9OWW_67fb56a3-c40a-4d1f-af06-3c5d1034479d,CPS
775,bot_SV_eUHQR9fgYjK9OWW_5aed2b13-0779-426d-b477-f3f2af09fb3d,TPS
775,bot_SV_eUHQR9fgYjK9OWW_ec29dff6-f7be-4709-b110-10d82474a3b5,PTS
775,bot_SV_eUHQR9fgYjK9OWW_0e9e2d51-33ba-472e-9251-d6c2d70abf0a,SCP
775,bot_SV_eUHQR9fgYjK9OWW_1c8ce509-f867-454c-ad2a-0cabdde60010,PCS
775,bot_SV_eUHQR9fgYjK9OWW_3ab8b631-3afb-4124-b529-a132d69b0dea,PTS
775,bot_SV_eUHQR9fgYjK9OWW_59d3bcd4-fe28-4280-ab0b-9c1889f481dc,SCP
775,bot_SV_eUHQR9fgYjK9OWW_da0e221f-a494-4b8e-85b2-43bd2f5c89bb,CPS
775,bot_SV_eUHQR9fgYjK9OWW_3933b619-1da1-43bd-8137-170a40c6a308,PCS
775,bot_SV_eUHQR9fgYjK9OWW_4fd68b0d-41f3-4ecb-974a-66ed500305ab,SCP
775,bot_SV_eUHQR9fgYjK9OWW_050bf354-a15a-4a75-82f6-3a821a037461,PCS
775,bot_SV_eUHQR9fgYjK9OWW_f3378a72-aff1-4a1c-9872-539137a273db,PTS
775,bot_SV_eUHQR9fgYjK9OWW_05b612c5-d218-4cca-8d52-ba3e7b9098a4,TPS
775,bot_SV_eUHQR9fgYjK9OWW_584541ac-c317-4ddf-a278-26bcd3396b93,SCP
775,bot_SV_eUHQR9fgYjK9OWW_966c6755-9452-4bf1-ae23-bd4a88b050fa,PTS
775,bot_SV_eUHQR9fgYjK9OWW_ea3980bc-9377-4835-acf1-e242f924659d,CPS
775,bot_SV_eUHQR9fgYjK9OWW_df1cf6cd-1445-41be-9e84-e3b8185322e7,PCS
775,bot_SV_eUHQR9fgYjK9OWW_8c2568df-f353-4363-90cc-454146195171,PCS
775,bot_SV_eUHQR9fgYjK9OWW_009044c2-f366-4599-8b7e-8a959d810eb1,STP
775,bot_SV_eUHQR9fgYjK9OWW_23f9f424-45fc-44da-8f1c-12885b42ba28,SCP
775,bot_SV_eUHQR9fgYjK9OWW_ee43da4e-2b37-48d8-917a-9381bab048d6,TPS
775,bot_SV_eUHQR9fgYjK9OWW_649d6f43-6898-4746-8304-f707c26b0d7a,STP
775,bot_SV_eUHQR9fgYjK9OWW_bdf50f7f-2ec1-4910-9353-1099bb899428,CPS
775,bot_SV_eUHQR9fgYjK9OWW_8b6c8d52-5479-4a60-bbcf-3b5aee061b41,STP
775,bot_SV_eUHQR9fgYjK9OWW_e2cbbba6-da76-496d-9be8-172cc55af676,TPS
775,bot_SV_eUHQR9fgYjK9OWW_4cbe1389-19b3-4935-bbc2-73f0f15508fe,PTS
775,bot_SV_eUHQR9fgYjK9OWW_6b1d4faa-5358-4ceb-9b11-84e0a7963453,CPS
775,bot_SV_eUHQR9fgYjK9OWW_b3932101-9f47-4743-901f-12d6dcf9b331,PCS
775,bot_SV_eUHQR9fgYjK9OWW_d00eee02-65ab-4e33-9e51-93464c8d8e04,TPS
775,bot_SV_eUHQR9fgYjK9OWW_0a5b2ca6-9779-4883-8012-d0e8acc845a3,PCS
775,bot_SV_eUHQR9fgYjK9OWW_97e63a57-c4ca-4b41-b000-a5a55daecd4b,STP
775,bot_SV_eUHQR9fgYjK9OWW_fdc39286-033c-4131-a25d-6b5e16acdb0c,PCS
775,bot_SV_eUHQR9fgYjK9OWW_138ca8f8-ce9b-4990-aedd-dc5ab035542c,TPS
775,bot_SV_eUHQR9fgYjK9OWW_568f5c00-2eba-4bfa-bff4-00c049450565,SCP
775,bot_SV_eUHQR9fgYjK9OWW_74e42f0b-5af0-40dd-aef6-dfcddeaf7668,PCS
775,bot_SV_eUHQR9fgYjK9OWW_de4689f6-7657-4aef-9abe-ffdf55982b36,PTS
775,bot_SV_eUHQR9fgYjK9OWW_dde4df48-b842-4c44-988c-fe98066c19c9,CPS
775,bot_SV_eUHQR9fgYjK9OWW_22a08e91-a03a-4a56-95b6-8e295213138e,PTS
775,bot_SV_eUHQR9fgYjK9OWW_6fceca5d-335b-47c6-a408-2f9fd1199d32,PCS
775,bot_SV_eUHQR9fgYjK9OWW_535f78ce-3094-48cd-b5cf-04c30d6ba668,CPS
775,bot_SV_eUHQR9fgYjK9OWW_2f799815-d8b5-450c-a0e2-14be1225d6a3,PTS
775,bot_SV_eUHQR9fgYjK9OWW_18686786-2506-4fef-b078-43521accdfab,TPS
775,bot_SV_eUHQR9fgYjK9OWW_c24ee97c-6363-4e08-9720-9992a5350582,PTS
775,bot_SV_eUHQR9fgYjK9OWW_941103d7-4a47-445d-a2e5-d60d7f95b7b2,SCP
775,bot_SV_eUHQR9fgYjK9OWW_b5bbceff-813c-472d-af8b-fcf9e5b5c1ac,TPS
775,bot_SV_eUHQR9fgYjK9OWW_792d12d6-7f1d-4646-899b-4fe9c797e344,TPS
775,bot_SV_eUHQR9fgYjK9OWW_d32a6fff-a645-45e5-a3ae-789f904add84,CPS
775,bot_SV_eUHQR9fgYjK9OWW_527a91dd-b107-4941-af1c-cb2483b61e27,STP
775,bot_SV_eUHQR9fgYjK9OWW_7ed4fae8-204a-4501-b643-9365978a6eb9,STP
775,bot_SV_eUHQR9fgYjK9OWW_2d6903b5-beb1-4e52-a23b-809721733034,CPS
775,bot_SV_eUHQR9fgYjK9OWW_91f44628-cab5-4664-9a3b-11ee71478261,PCS
775,bot_SV_eUHQR9fgYjK9OWW_00dbe630-1e41-4445-8f52-c0486a06af3e,PCS
775,bot_SV_eUHQR9fgYjK9OWW_0dc90cfb-515b-48b8-ad32-7256fbc873d2,SCP
775,bot_SV_eUHQR9fgYjK9OWW_de2cce8a-200b-4dc1-ad75-56bf1e29ab76,TPS
775,bot_SV_eUHQR9fgYjK9OWW_0211f3ce-9f9f-4b79-97b2-973e9313e6b0,SCP
775,bot_SV_eUHQR9fgYjK9OWW_2a985d77-81f3-4c3e-b902-21499d64550a,STP
775,bot_SV_eUHQR9fgYjK9OWW_dc82d879-dc4d-4b5f-9d29-3535ad451356,STP
775,bot_SV_eUHQR9fgYjK9OWW_c9723c52-3a10-42f0-9a9a-40aa7076dbc6,TPS
775,bot_SV_eUHQR9fgYjK9OWW_955d74dd-e9b0-4bf3-96c5-2aa9168f492f,SCP
775,bot_SV_eUHQR9fgYjK9OWW_5277921c-7a96-42c9-bd8a-899947e9127e,SCP
775,bot_SV_eUHQR9fgYjK9OWW_9e615b12-2309-45fd-bc65-d316f0ded5cc,TPS
775,bot_SV_eUHQR9fgYjK9OWW_4103f1d6-f4c2-48e2-a354-d6f2aa7c4b01,STP
775,bot_SV_eUHQR9fgYjK9OWW_0d2e77aa-80b2-4150-bc3e-0d235dd3300f,PTS
775,bot_SV_eUHQR9fgYjK9OWW_9a6e3ebe-3de5-446a-986d-f1d89a5479c5,CPS
775,bot_SV_eUHQR9fgYjK9OWW_d19dcb89-a3e5-41c4-bc4d-4875732bde8f,PTS
775,bot_SV_eUHQR9fgYjK9OWW_bea3182a-9586-4eab-9986-8b1a4d863c4b,TPS
775,bot_SV_eUHQR9fgYjK9OWW_1f1edcb1-7bd2-41a3-89fc-5b38ce618264,PTS
775,bot_SV_eUHQR9fgYjK9OWW_5b40a810-381c-4cc8-9620-a246b368ee1d,PTS
775,bot_SV_eUHQR9fgYjK9OWW_6e9aa09c-a5c2-4daf-85d0-50a3e2e6c87d,SCP
775,bot_SV_eUHQR9fgYjK9OWW_7371006d-4d88-4fff-8c04-d2a2a42e6539,TPS
775,bot_SV_eUHQR9fgYjK9OWW_7430cd50-c86d-4906-9dc8-6764240ef5ec,PCS
775,bot_SV_eUHQR9fgYjK9OWW_2ad30526-ba1c-4270-abd4-e2c69483b6a7,STP
775,bot_SV_eUHQR9fgYjK9OWW_10200c10-9a0f-441a-b9cf-e1e7110417ab,TPS
775,bot_SV_eUHQR9fgYjK9OWW_7f22947f-9b97-4eef-ba58-d643d22c51d4,SCP
775,bot_SV_eUHQR9fgYjK9OWW_74baeb6a-c3a0-497f-8862-a76028719f6b,CPS
775,bot_SV_eUHQR9fgYjK9OWW_b2af78a2-398f-4617-b9f3-bf8cfc12bcd5,STP
775,bot_SV_eUHQR9fgYjK9OWW_68e4b632-8556-40c6-98ba-56ecc1eb568f,SCP
775,bot_SV_eUHQR9fgYjK9OWW_34f16699-9e09-469c-a8b1-c76a33ec454e,TPS
775,bot_SV_eUHQR9fgYjK9OWW_df8c297b-6909-47cb-94e2-b2d151c863b8,TPS
775,bot_SV_eUHQR9fgYjK9OWW_08009c2f-d730-4026-a31f-fcd13ad833ca,PTS
775,bot_SV_eUHQR9fgYjK9OWW_7cb0477e-3336-4e59-a7f6-8bf794c8f50c,STP
775,bot_SV_eUHQR9fgYjK9OWW_1af4403a-280d-4fe6-9c5c-9ac3d32daf17,PCS
775,bot_SV_eUHQR9fgYjK9OWW_c8ec4c23-4f30-4ef2-a458-7f817302f2aa,CPS
775,bot_SV_eUHQR9fgYjK9OWW_c55a6e59-fd58-4b9c-bd86-40a87c7f2a9a,STP
775,bot_SV_eUHQR9fgYjK9OWW_11939311-4e6f-4bad-8ea0-1e43d4404a02,TPS
775,bot_SV_eUHQR9fgYjK9OWW_bd67de4a-d99a-40c6-a8aa-0e16b15f74aa,SCP
775,bot_SV_eUHQR9fgYjK9OWW_043cd4ec-79bd-47fe-ba03-6c187092475f,PTS
775,bot_SV_eUHQR9fgYjK9OWW_a301eb80-9aed-4cc5-a654-545be80c1fb9,SCP
775,bot_SV_eUHQR9fgYjK9OWW_c8406aa1-c7ce-4ff9-92f5-f7c8840740b7,TPS
775,bot_SV_eUHQR9fgYjK9OWW_a976fc15-d819-4da9-a28d-2d90c686338c,CPS
775,bot_SV_eUHQR9fgYjK9OWW_f39793d1-6447-4bf6-b010-c6719f245e54,STP
775,bot_SV_eUHQR9fgYjK9OWW_db601d75-1987-46dc-bcb8-096bbc98083e,PCS
775,bot_SV_eUHQR9fgYjK9OWW_46e643da-3d2d-4bce-93d0-fce6ee0dc92d,TPS
775,bot_SV_eUHQR9fgYjK9OWW_ffd914fd-8822-432c-b517-771b92e82373,CPS
775,bot_SV_eUHQR9fgYjK9OWW_09e024be-daf4-4f1e-b1cb-57275bfc534d,TPS
775,bot_SV_eUHQR9fgYjK9OWW_3f8d4315-f3e1-4e1a-a9bf-9f077d98d549,PCS
775,bot_SV_eUHQR9fgYjK9OWW_1278da3a-4c29-46c8-a10a-1bda42f36d55,SCP
775,bot_SV_eUHQR9fgYjK9OWW_5190bbd4-5f9b-4dc2-808c-b98c0c66c3aa,PCS
775,bot_SV_eUHQR9fgYjK9OWW_b12ab5ea-7319-497c-82d6-63333aa90d09,CPS
775,bot_SV_eUHQR9fgYjK9OWW_9af8ef5b-37ee-49db-b631-48d1680d8ba5,STP
775,bot_SV_eUHQR9fgYjK9OWW_a6ef959b-993e-4e20-96e5-da1398b6b699,PCS
775,bot_SV_eUHQR9fgYjK9OWW_cc6045bc-7582-4b41-9249-0b5ae92ee778,SCP
775,bot_SV_eUHQR9fgYjK9OWW_63b68a28-d965-4caf-a677-b47cbee60bb0,TPS
775,bot_SV_eUHQR9fgYjK9OWW_24806f01-784b-4b7e-b34d-1a50f79cc7de,PTS
775,bot_SV_eUHQR9fgYjK9OWW_81aff473-a3ce-4833-8fb1-5cc9d493cd8e,CPS
775,bot_SV_eUHQR9fgYjK9OWW_1f5c2155-2cbd-4432-ace3-64835e2476cc,STP
775,bot_SV_eUHQR9fgYjK9OWW_b5969aa3-3dc2-48ff-845f-b641825f7de7,CPS
775,bot_SV_eUHQR9fgYjK9OWW_93c506e5-35fa-4acb-96a6-5fa87ff768b4,SCP
775,bot_SV_eUHQR9fgYjK9OWW_a0342f73-8a64-4d8b-a6e2-c608a1a375c3,PTS
775,bot_SV_eUHQR9fgYjK9OWW_09434178-5089-470f-baa9-6854a6391a64,PCS
775,bot_SV_eUHQR9fgYjK9OWW_d02a5e24-cd5b-4992-b41f-ce03642fecd4,PCS
775,bot_SV_eUHQR9fgYjK9OWW_01952c7f-37dd-4b8a-addc-41f35b773938,CPS
775,bot_SV_eUHQR9fgYjK9OWW_c5538482-861c-427e-97fa-2b879f726cfa,SCP
775,bot_SV_eUHQR9fgYjK9OWW_0f8899f9-911b-4ead-8923-aa1ac15164cd,PCS
775,bot_SV_eUHQR9fgYjK9OWW_e8cc9e91-b885-484a-a9ba-a059ce590a80,CPS
775,bot_SV_eUHQR9fgYjK9OWW_163ab4e4-718c-4b34-8152-74e2d156e3c3,CPS
775,bot_SV_eUHQR9fgYjK9OWW_985dad79-63ab-48aa-add5-5cfbf1740fc1,CPS
775,bot_SV_eUHQR9fgYjK9OWW_4936892a-b5d5-4399-b1ec-694a85cb2c66,PTS
775,bot_SV_eUHQR9fgYjK9OWW_27125355-9409-48a8-b642-72190fa0390e,PTS
775,bot_SV_eUHQR9fgYjK9OWW_1bd98d80-24dc-4943-be7c-77bfa5130f9f,STP
study_ID,assignment_id_old,
